Category,Color,Discount,Frequency of Purchases,Gender,Item,Location,Payment Method,Season,Shipping Type,Size,Subscription Status,Age,Customer,Previous Purchases,Review Rating,Sales (USD)
Clothing,Olive,No,Weekly,Male,T-shirt,Minnesota,Card,Spring,Store Pickup,M,No,35,2040,1,3.1,36.76
Clothing,Orange,No,Weekly,Male,Skirt,Nevada,Card,Spring,Store Pickup,M,No,18,2243,4,3.8,61.71
Clothing,Beige,No,Weekly,Male,Sweater,Colorado,Card,Spring,Store Pickup,M,No,33,2605,5,3.4,40.86
Clothing,Gray,No,Monthly,Male,Shirt,New York,Card,Summer,Store Pickup,M,No,54,1948,1,2.6,17.33
Clothing,Charcoal,No,Quarterly,Male,Dress,Delaware,Card,Summer,Store Pickup,M,No,36,1765,1,3,43.8
Clothing,Silver,No,Weekly,Male,Hoodie,Wyoming,Card,Summer,Store Pickup,M,No,25,2629,0,3.8,36.65
Clothing,Red,No,Weekly,Male,Dress,Alabama,Card,Summer,Store Pickup,M,No,22,2203,3,4.3,20.67
Clothing,Lavender,No,Weekly,Male,Socks,Virginia,Card,Summer,Store Pickup,M,No,26,2415,6,3.7,12.84
Clothing,Charcoal,No,Fortnightly,Male,Socks,Indiana,Card,Winter,Store Pickup,M,No,31,2372,2,3.7,12.16
Clothing,Brown,No,Fortnightly,Male,Shorts,Illinois,Card,Winter,Store Pickup,M,No,33,1730,8,3.8,9.66
Clothing,Maroon,No,Weekly,Male,Skirt,Missouri,Card,Winter,Store Pickup,M,No,38,2157,0,3.6,117.29
Clothing,Maroon,No,Weekly,Male,Blouse,New Mexico,Card,Winter,Store Pickup,M,No,22,2183,2,2.7,465.05
Clothing,Lavender,No,Fortnightly,Male,Skirt,Rhode Island,Card,Fall,Store Pickup,S,No,28,2173,5,2.8,153.3
Clothing,Indigo,No,Quarterly,Male,Socks,Vermont,Card,Fall,Store Pickup,S,No,30,2566,7,3.6,27.48
Clothing,Black,No,Fortnightly,Male,Shirt,Hawaii,Card,Spring,Store Pickup,S,No,22,2639,0,4.2,18.97
Clothing,Beige,No,Monthly,Male,T-shirt,Vermont,Card,Spring,Store Pickup,S,No,43,2293,1,3.8,19
Clothing,Brown,No,Weekly,Male,Skirt,South Carolina,Card,Spring,Store Pickup,S,No,25,1797,1,3.1,19.83
Clothing,Magenta,No,Fortnightly,Male,Sweater,Michigan,Card,Summer,Store Pickup,S,No,32,2062,3,2.6,71.03
Clothing,Lavender,No,Monthly,Male,Dress,California,Card,Summer,Store Pickup,S,No,33,2476,0,3.5,27.49
Clothing,Lavender,No,Monthly,Male,T-shirt,New Mexico,Card,Summer,Store Pickup,S,No,33,2647,3,3.9,43.64
Clothing,Red,No,Weekly,Male,Pants,Indiana,Card,Summer,Store Pickup,S,No,30,2104,3,3.7,133.71
Clothing,Charcoal,No,Weekly,Male,Socks,Nebraska,Card,Summer,Store Pickup,S,No,55,2533,3,2.6,133.27
Clothing,Lavender,No,Fortnightly,Male,Jeans,Maine,Card,Winter,Store Pickup,S,No,43,2461,2,4,20.63
Clothing,Beige,No,Weekly,Male,Hoodie,Connecticut,Card,Winter,Store Pickup,S,No,26,1917,2,3,35.42
Clothing,Pink,No,Fortnightly,Male,Blouse,Arizona,Card,Fall,Store Pickup,XL,No,55,2471,1,2.7,76.04
Clothing,Orange,No,Quarterly,Male,Pants,Arkansas,Card,Fall,Store Pickup,XL,No,19,1711,6,3.8,48.53
Clothing,Maroon,No,Fortnightly,Male,Socks,Ohio,Card,Summer,Store Pickup,XL,No,36,2481,6,2.9,173.98
Clothing,Peach,No,Quarterly,Male,Shorts,Iowa,Card,Summer,Store Pickup,XL,No,23,2593,6,4.4,10.82
Clothing,Silver,No,Weekly,Male,Pants,Vermont,Card,Winter,Store Pickup,XL,No,41,2217,5,4,20.66
Footwear,Red,No,Weekly,Male,Sandals,Arkansas,Card,Fall,Store Pickup,L,No,28,2144,0,3.8,61.78
Footwear,Violet,No,Weekly,Male,Boots,Montana,Card,Spring,Store Pickup,L,No,24,2488,5,3,9.63
Footwear,Violet,No,Fortnightly,Male,Sandals,Montana,Card,Summer,Store Pickup,L,No,48,1934,2,4.1,63.93
Footwear,Green,No,Monthly,Male,Sandals,California,Card,Winter,Store Pickup,L,No,24,2241,4,4.3,73.62
Footwear,Blue,No,Quarterly,Male,Boots,South Dakota,Card,Winter,Store Pickup,L,No,34,1753,6,3.3,14.96
Footwear,Cyan,No,Monthly,Male,Shoes,Louisiana,Card,Fall,Store Pickup,M,No,43,2508,1,2.9,20.63
Footwear,White,No,Monthly,Male,Shoes,Colorado,Card,Fall,Store Pickup,M,No,26,1960,6,3.1,163.04
Footwear,Black,No,Weekly,Male,Shoes,Alaska,Card,Spring,Store Pickup,M,No,27,2371,0,3.9,73.48
Footwear,Violet,No,Weekly,Male,Boots,California,Card,Spring,Store Pickup,M,No,43,2561,4,2.7,53.36
Footwear,Olive,No,Fortnightly,Male,Shoes,Louisiana,Card,Summer,Store Pickup,M,No,36,1681,5,3.4,21.7
Footwear,Brown,No,Monthly,Male,Sneakers,Missouri,Card,Summer,Store Pickup,M,No,26,1992,0,3.7,14.93
Footwear,Violet,No,Weekly,Male,Boots,Ohio,Card,Summer,Store Pickup,M,No,33,2504,4,2.5,91.18
Footwear,Maroon,No,Fortnightly,Male,Shoes,Minnesota,Card,Winter,Store Pickup,M,No,29,2552,0,4.1,17.28
Footwear,Cyan,No,Fortnightly,Male,Sandals,Tennessee,Card,Winter,Store Pickup,M,No,18,2006,1,3.4,112.77
Footwear,Beige,No,Fortnightly,Male,Sandals,Colorado,Card,Winter,Store Pickup,M,No,50,2322,2,3,16.47
Footwear,Brown,No,Quarterly,Male,Boots,Tennessee,Card,Winter,Store Pickup,M,No,34,1876,5,3.9,73.82
Footwear,Black,No,Monthly,Male,Sandals,Alabama,Card,Summer,Store Pickup,S,No,45,2238,1,3.8,19
Footwear,Black,No,Monthly,Male,Sandals,North Carolina,Card,Summer,Store Pickup,S,No,26,2635,3,3.2,46.78
Footwear,Peach,No,Fortnightly,Male,Shoes,Oklahoma,Card,Winter,Store Pickup,S,No,22,2495,2,2.6,13.52
Footwear,Peach,No,Monthly,Male,Sneakers,Wyoming,Card,Winter,Store Pickup,S,No,19,2366,1,2.5,174.17
Footwear,Cyan,No,Weekly,Male,Sneakers,Iowa,Card,Winter,Store Pickup,S,No,33,2098,4,3.9,27.27
Footwear,Blue,No,Fortnightly,Male,Boots,Maine,Card,Fall,Store Pickup,XL,No,20,2279,1,4,36.67
Footwear,Peach,No,Fortnightly,Male,Boots,New Hampshire,Card,Fall,Store Pickup,XL,No,28,2527,1,3,38.22
Footwear,Black,No,Monthly,Male,Sneakers,Hawaii,Card,Fall,Store Pickup,XL,No,23,2409,0,4.2,42.24
Footwear,Olive,No,Fortnightly,Male,Sneakers,New Mexico,Card,Spring,Store Pickup,XL,No,36,2571,8,4,13.52
Footwear,Teal,No,Monthly,Male,Sandals,New Mexico,Card,Winter,Store Pickup,XL,No,55,2187,5,4.3,10.84
Footwear,Magenta,No,Weekly,Male,Sneakers,Wyoming,Card,Winter,Store Pickup,XL,No,43,2438,1,3.4,48.45
Outerwear,Beige,No,Weekly,Male,Jacket,Utah,Card,Fall,Store Pickup,M,No,34,2232,0,4.1,34.22
Outerwear,Black,No,Fortnightly,Male,Coat,Idaho,Card,Summer,Store Pickup,M,No,31,2336,9,3.9,21.65
Outerwear,Violet,No,Monthly,Male,Coat,Idaho,Card,Summer,Store Pickup,M,No,64,2300,0,3.7,45.31
Outerwear,Peach,No,Monthly,Male,Jacket,Hawaii,Card,Winter,Store Pickup,M,No,54,2433,0,2.8,61.61
Outerwear,Lavender,No,Quarterly,Male,Coat,Arkansas,Card,Spring,Store Pickup,S,No,23,1684,0,3.5,45.46
Outerwear,Magenta,No,Fortnightly,Male,Jacket,Utah,Card,Winter,Store Pickup,S,No,41,2637,5,4.2,24.4
Outerwear,Lavender,No,Weekly,Male,Jacket,New York,Card,Winter,Store Pickup,S,No,66,2042,6,3.2,17.31
Accessories,Yellow,No,Monthly,Male,Jewelry,Washington,Cash,Spring,Store Pickup,L,No,26,2410,0,3,21.64
Accessories,Magenta,No,Quarterly,Male,Sunglasses,Massachusetts,Cash,Spring,Store Pickup,L,No,45,1979,0,3.8,94.86
Accessories,Brown,No,Fortnightly,Male,Handbag,Alabama,Cash,Summer,Store Pickup,L,No,28,1747,0,3.1,28.62
Accessories,Gold,No,Weekly,Male,Gloves,Connecticut,Cash,Summer,Store Pickup,L,No,33,1952,1,2.7,39.55
Accessories,Magenta,No,Fortnightly,Male,Gloves,Minnesota,Cash,Fall,Store Pickup,M,No,23,2650,6,3.9,9.62
Accessories,Maroon,No,Monthly,Male,Gloves,Maryland,Cash,Fall,Store Pickup,M,No,36,2279,5,3.8,12.16
Accessories,Gray,No,Monthly,Male,Backpack,Idaho,Cash,Fall,Store Pickup,M,No,21,1732,8,3.1,139.72
Accessories,Blue,No,Quarterly,Male,Belt,Wisconsin,Cash,Fall,Store Pickup,M,No,21,2061,3,3.2,55.52
Accessories,Violet,No,Weekly,Male,Gloves,Massachusetts,Cash,Fall,Store Pickup,M,No,54,2501,1,2.9,121.59
Accessories,Black,No,Fortnightly,Male,Backpack,California,Cash,Spring,Store Pickup,M,No,39,1704,8,4,10.24
Accessories,Violet,No,Monthly,Male,Scarf,Wyoming,Cash,Spring,Store Pickup,M,No,26,2155,1,3.4,82.08
Accessories,Beige,No,Quarterly,Male,Handbag,Connecticut,Cash,Spring,Store Pickup,M,No,23,2169,1,4.1,82.04
Accessories,Silver,No,Fortnightly,Male,Jewelry,Connecticut,Cash,Summer,Store Pickup,M,No,43,2048,1,3.1,112.63
Accessories,Turquoise,No,Monthly,Male,Hat,Colorado,Cash,Summer,Store Pickup,M,No,60,2477,2,3.7,50.17
Accessories,Beige,No,Weekly,Male,Backpack,Massachusetts,Cash,Winter,Store Pickup,M,No,39,2073,3,3.9,61.81
Accessories,Violet,No,Weekly,Male,Scarf,Rhode Island,Cash,Winter,Store Pickup,M,No,24,2116,5,3.4,127.4
Accessories,Olive,No,Fortnightly,Male,Backpack,Colorado,Cash,Spring,Store Pickup,S,No,22,2175,0,2.9,34.23
Accessories,Silver,No,Monthly,Male,Gloves,Maryland,Cash,Spring,Store Pickup,S,No,49,2644,0,2.9,25.43
Accessories,Black,No,Weekly,Male,Jewelry,Alabama,Cash,Winter,Store Pickup,S,No,54,2023,5,4,22.62
Accessories,Red,No,Fortnightly,Male,Jewelry,Indiana,Cash,Fall,Store Pickup,XL,No,35,2218,0,2.6,13.54
Accessories,Gold,No,Fortnightly,Male,Sunglasses,Michigan,Cash,Spring,Store Pickup,XL,No,19,2568,2,4.3,12.15
Accessories,Olive,No,Monthly,Male,Sunglasses,Vermont,Cash,Winter,Store Pickup,XL,No,25,2642,3,2.7,50.13
Accessories,Green,No,Quarterly,Male,Scarf,Indiana,Cash,Winter,Store Pickup,XL,No,24,2264,0,3.5,24.45
Clothing,Green,No,Fortnightly,Male,Jeans,Nevada,Cash,Fall,Store Pickup,L,No,48,2013,4,3.2,39.54
Clothing,Charcoal,No,Monthly,Male,Pants,Wisconsin,Cash,Fall,Store Pickup,L,No,33,1741,9,3.3,9.65
Clothing,Silver,No,Quarterly,Male,Shirt,Missouri,Cash,Fall,Store Pickup,L,No,66,2628,0,3.6,12.83
Clothing,Beige,No,Monthly,Male,Dress,New Hampshire,Cash,Spring,Store Pickup,L,No,55,2400,1,3.2,28.54
Clothing,Maroon,No,Quarterly,Male,Shirt,Illinois,Cash,Spring,Store Pickup,L,No,25,2340,2,3.4,59.69
Clothing,Turquoise,No,Weekly,Male,Pants,North Carolina,Cash,Spring,Store Pickup,L,No,66,1931,2,3.5,38.27
Clothing,Peach,No,Weekly,Male,Skirt,North Carolina,Cash,Spring,Store Pickup,L,No,54,1890,2,2.5,45.41
Clothing,Violet,No,Fortnightly,Male,Socks,Wisconsin,Cash,Summer,Store Pickup,L,No,32,1944,0,3.8,39.56
Clothing,Pink,No,Quarterly,Male,Hoodie,Louisiana,Cash,Summer,Store Pickup,L,No,19,2500,1,3.1,79
Clothing,Blue,No,Weekly,Male,Socks,Florida,Cash,Summer,Store Pickup,L,No,26,2585,2,2.9,15.68
Clothing,Pink,No,Weekly,Male,Blouse,Illinois,Cash,Summer,Store Pickup,L,No,66,1789,3,3.1,25.47
Clothing,Orange,No,Monthly,Male,Dress,Mississippi,Cash,Winter,Store Pickup,L,No,36,2602,0,2.9,18.09
Clothing,Red,No,Weekly,Male,Skirt,West Virginia,Cash,Winter,Store Pickup,L,No,40,1746,2,3.6,13.56
Clothing,Gray,No,Fortnightly,Male,Hoodie,New Mexico,Cash,Fall,Store Pickup,M,No,36,2096,0,4,55.48
Clothing,Lavender,No,Fortnightly,Male,Pants,Utah,Cash,Fall,Store Pickup,M,No,19,1783,0,2.7,146.11
Clothing,Brown,No,Monthly,Male,Jeans,New York,Cash,Fall,Store Pickup,M,No,43,2196,1,3.7,53.44
Clothing,Silver,No,Quarterly,Male,Blouse,Washington,Cash,Fall,Store Pickup,M,No,21,2573,0,3.9,26.44
Clothing,Olive,No,Quarterly,Male,T-shirt,North Carolina,Cash,Fall,Store Pickup,M,No,23,2475,4,3.2,87.69
Clothing,Lavender,No,Weekly,Male,Jeans,Oklahoma,Cash,Fall,Store Pickup,M,No,33,2584,8,2.5,195.54
Clothing,Maroon,No,Fortnightly,Male,Blouse,South Carolina,Cash,Winter,Store Pickup,M,No,26,2033,6,4.2,20.68
Clothing,Gray,No,Quarterly,Male,Shorts,Nevada,Cash,Winter,Store Pickup,M,No,39,1959,0,2.7,63.91
Clothing,Red,No,Quarterly,Male,Socks,Arkansas,Cash,Winter,Store Pickup,M,No,24,2474,2,2.6,355.66
Clothing,Brown,No,Quarterly,Male,Pants,Nebraska,Cash,Winter,Store Pickup,M,No,54,2213,3,3.3,91.42
Clothing,Brown,No,Quarterly,Male,Shirt,Washington,Cash,Winter,Store Pickup,M,No,29,2059,4,3.3,363.73
Clothing,Blue,No,Weekly,Male,Shirt,Oregon,Cash,Winter,Store Pickup,M,No,49,2102,8,3.6,10.85
Clothing,Purple,No,Fortnightly,Male,Blouse,Minnesota,Cash,Fall,Store Pickup,S,No,33,2220,5,2.8,174.53
Clothing,Indigo,No,Monthly,Male,Pants,Michigan,Cash,Fall,Store Pickup,S,No,22,2419,0,4,68.55
Clothing,Silver,No,Monthly,Male,Pants,Missouri,Cash,Summer,Store Pickup,S,No,56,1866,8,3.8,53.48
Clothing,Turquoise,No,Quarterly,Male,Jeans,Massachusetts,Cash,Summer,Store Pickup,S,No,43,2581,6,3.6,14.92
Clothing,Maroon,No,Weekly,Male,Blouse,Pennsylvania,Cash,Summer,Store Pickup,S,No,26,2192,0,3.8,68.58
Clothing,Pink,No,Weekly,Male,Shorts,Arizona,Cash,Summer,Store Pickup,S,No,27,1885,5,4.3,15.72
Clothing,Cyan,No,Fortnightly,Male,Dress,Louisiana,Cash,Winter,Store Pickup,S,No,64,1970,9,3.5,17.32
Clothing,Green,No,Monthly,Male,Socks,Massachusetts,Cash,Winter,Store Pickup,S,No,70,2018,0,4.1,17.32
Clothing,Purple,No,Monthly,Male,Skirt,Tennessee,Cash,Winter,Store Pickup,S,No,22,2356,8,4.1,19.79
Clothing,Beige,No,Quarterly,Male,Socks,Arizona,Cash,Winter,Store Pickup,S,No,56,1902,0,3.9,87.92
Clothing,Lavender,No,Weekly,Male,Blouse,Minnesota,Cash,Winter,Store Pickup,S,No,37,2037,0,3.1,55.54
Clothing,Teal,No,Weekly,Male,Socks,Idaho,Cash,Winter,Store Pickup,S,No,26,2024,2,4.1,66.37
Clothing,Beige,No,Quarterly,Male,Jeans,Washington,Cash,Fall,Store Pickup,XL,No,26,2092,2,3,300.16
Clothing,Maroon,No,Fortnightly,Male,Hoodie,Kansas,Cash,Summer,Store Pickup,XL,No,28,2282,0,3,13.53
Clothing,Purple,No,Fortnightly,Male,Shirt,Mississippi,Cash,Winter,Store Pickup,XL,No,32,1840,1,3.7,95.07
Clothing,Teal,No,Monthly,Male,Pants,Delaware,Cash,Winter,Store Pickup,XL,No,41,1742,3,3.6,36.82
Clothing,Violet,No,Weekly,Male,Sweater,Pennsylvania,Cash,Winter,Store Pickup,XL,No,41,1853,1,3.8,102.68
Footwear,Green,No,Fortnightly,Male,Sandals,Illinois,Cash,Spring,Store Pickup,L,No,26,2207,2,2.6,36.7
Footwear,Lavender,No,Fortnightly,Male,Shoes,North Carolina,Cash,Spring,Store Pickup,L,No,28,2233,6,4,57.46
Footwear,Blue,No,Fortnightly,Male,Shoes,Connecticut,Cash,Summer,Store Pickup,L,No,64,1692,3,3.5,27.88
Footwear,Indigo,No,Monthly,Male,Sneakers,South Dakota,Cash,Summer,Store Pickup,L,No,31,1997,4,3.3,13.54
Footwear,Yellow,No,Quarterly,Male,Boots,Nebraska,Cash,Fall,Store Pickup,M,No,70,2353,2,2.8,30.76
Footwear,Purple,No,Weekly,Male,Sandals,Massachusetts,Cash,Fall,Store Pickup,M,No,33,2540,2,4.1,78.93
Footwear,Silver,No,Weekly,Male,Sandals,Minnesota,Cash,Fall,Store Pickup,M,No,22,2093,2,2.6,29.7
Footwear,Lavender,No,Monthly,Male,Sneakers,Idaho,Cash,Summer,Store Pickup,M,No,56,1705,4,3.9,9.07
Footwear,Gold,No,Monthly,Male,Sandals,Wyoming,Cash,Winter,Store Pickup,M,No,22,1841,0,2.6,367.99
Footwear,Violet,No,Fortnightly,Male,Boots,North Dakota,Cash,Fall,Store Pickup,S,No,39,2338,4,3.6,87.83
Outerwear,Magenta,No,Monthly,Male,Jacket,Illinois,Cash,Summer,Store Pickup,L,No,64,2521,5,3.1,43.69
Outerwear,Brown,No,Weekly,Male,Coat,Florida,Cash,Fall,Store Pickup,M,No,31,2170,1,2.9,26.48
Outerwear,Violet,No,Monthly,Male,Coat,Kansas,Cash,Spring,Store Pickup,M,No,25,2390,4,3.1,139.17
Outerwear,Yellow,No,Quarterly,Male,Coat,Connecticut,Cash,Summer,Store Pickup,M,No,41,2181,0,4.1,21.68
Outerwear,Green,No,Fortnightly,Male,Coat,Massachusetts,Cash,Fall,Store Pickup,S,No,18,2499,0,2.6,23.48
Accessories,Orange,Yes,Fortnightly,Male,Scarf,Illinois,Card,Fall,Store Pickup,L,No,54,1390,7,2.6,76.68
Accessories,Magenta,Yes,Quarterly,Male,Backpack,South Dakota,Card,Fall,Store Pickup,L,No,27,1558,1,3.5,19.06
Accessories,Cyan,Yes,Fortnightly,Male,Jewelry,Georgia,Card,Spring,Store Pickup,L,No,21,1150,0,3.3,26.57
Accessories,Indigo,Yes,Fortnightly,Male,Backpack,Montana,Card,Spring,Store Pickup,L,No,43,1012,1,2.9,12.24
Accessories,Olive,Yes,Monthly,Male,Sunglasses,Maryland,Card,Spring,Store Pickup,L,No,33,1378,0,3,40.98
Accessories,Gray,Yes,Quarterly,Male,Belt,Indiana,Card,Spring,Store Pickup,L,No,43,1655,6,2.6,12.2
Accessories,Turquoise,Yes,Weekly,Male,Scarf,West Virginia,Card,Spring,Store Pickup,L,No,33,1396,0,2.8,17.36
Accessories,White,Yes,Fortnightly,Male,Scarf,New Jersey,Card,Winter,Store Pickup,L,No,41,1241,0,2.9,99.05
Accessories,Cyan,Yes,Monthly,Male,Belt,Vermont,Card,Winter,Store Pickup,L,No,48,1589,2,3.2,11.27
Accessories,Beige,Yes,Weekly,Male,Handbag,Hawaii,Card,Winter,Store Pickup,L,No,24,1620,0,3.5,95.22
Accessories,Black,Yes,Fortnightly,Male,Gloves,Utah,Card,Fall,Store Pickup,M,No,28,1660,0,3.9,21.71
Accessories,Red,Yes,Monthly,Male,Backpack,Nevada,Card,Fall,Store Pickup,M,No,36,1401,3,3.6,10.89
Accessories,Magenta,Yes,Monthly,Male,Hat,Wyoming,Card,Fall,Store Pickup,M,No,39,1477,4,4.1,43.86
Accessories,Pink,Yes,Fortnightly,Male,Scarf,New Mexico,Card,Spring,Store Pickup,M,No,41,1009,1,2.6,128.78
Accessories,Silver,Yes,Weekly,Male,Backpack,Arizona,Card,Spring,Store Pickup,M,No,40,1090,1,3.8,52.06
Accessories,Peach,Yes,Weekly,Male,Backpack,Georgia,Card,Spring,Store Pickup,M,No,26,1404,3,3.6,9.08
Accessories,Cyan,Yes,Fortnightly,Male,Backpack,Indiana,Card,Summer,Store Pickup,M,No,64,1624,0,3.5,47.02
Accessories,Olive,Yes,Fortnightly,Male,Hat,Nebraska,Card,Winter,Store Pickup,M,No,19,1400,0,3.1,107.53
Accessories,Silver,Yes,Fortnightly,Male,Scarf,Arkansas,Card,Winter,Store Pickup,M,No,60,1627,0,3.4,20.73
Accessories,Turquoise,Yes,Fortnightly,Male,Jewelry,Utah,Card,Winter,Store Pickup,M,No,25,1086,3,3,128.6
Accessories,Yellow,Yes,Fortnightly,Male,Belt,New York,Card,Winter,Store Pickup,M,No,30,1279,6,4.1,79.5
Accessories,Olive,Yes,Fortnightly,Male,Sunglasses,Maine,Card,Winter,Store Pickup,M,No,33,1628,7,2.9,9.66
Accessories,Purple,Yes,Weekly,Male,Scarf,Alabama,Card,Winter,Store Pickup,M,No,37,1563,3,3.2,85.19
Accessories,Lavender,Yes,Weekly,Male,Belt,Connecticut,Card,Winter,Store Pickup,M,No,70,1606,5,3.4,30.82
Accessories,Charcoal,Yes,Weekly,Male,Jewelry,New Mexico,Card,Winter,Store Pickup,M,No,36,1405,9,3.5,14.27
Accessories,Gray,Yes,Fortnightly,Male,Jewelry,Kentucky,Card,Spring,Store Pickup,S,No,70,1272,0,4.3,45.52
Accessories,Black,Yes,Fortnightly,Male,Jewelry,Illinois,Card,Summer,Store Pickup,S,No,26,1614,5,4,16.27
Accessories,Blue,Yes,Weekly,Male,Scarf,North Dakota,Card,Summer,Store Pickup,S,No,37,1161,2,3.2,26.56
Accessories,Red,Yes,Weekly,Male,Jewelry,Kentucky,Card,Winter,Store Pickup,S,No,29,1127,0,2.7,20.77
Accessories,Pink,Yes,Monthly,Male,Scarf,Nebraska,Card,Spring,Store Pickup,XL,No,19,1359,2,2.5,10.25
Accessories,Magenta,Yes,Quarterly,Male,Jewelry,Missouri,Card,Summer,Store Pickup,XL,No,24,1490,0,4.1,12.89
Accessories,Red,Yes,Fortnightly,Male,Hat,Tennessee,Card,Winter,Store Pickup,XL,No,54,1148,4,4.3,20.78
Accessories,Cyan,Yes,Quarterly,Male,Hat,South Carolina,Card,Winter,Store Pickup,XL,No,21,1083,1,2.6,128.69
Clothing,Silver,Yes,Monthly,Male,Jeans,Mississippi,Card,Spring,Store Pickup,L,No,41,1274,1,4.1,14.98
Clothing,Gold,Yes,Monthly,Male,Sweater,Arizona,Card,Spring,Store Pickup,L,No,37,1656,3,3.2,107.47
Clothing,Green,Yes,Weekly,Male,T-shirt,Ohio,Card,Spring,Store Pickup,L,No,33,1143,2,3.5,88.37
Clothing,Turquoise,Yes,Weekly,Male,Skirt,Indiana,Card,Spring,Store Pickup,L,No,33,1658,3,3.2,20.73
Clothing,Maroon,Yes,Fortnightly,Male,Shirt,Connecticut,Card,Summer,Store Pickup,L,No,20,1262,1,2.8,14.98
Clothing,Silver,Yes,Fortnightly,Male,Blouse,New York,Card,Summer,Store Pickup,L,No,34,1304,9,3.1,17.39
Clothing,Red,Yes,Monthly,Male,Dress,Rhode Island,Card,Summer,Store Pickup,L,No,54,1309,6,4.4,22.69
Clothing,Green,Yes,Quarterly,Male,Skirt,Louisiana,Card,Summer,Store Pickup,L,No,48,1412,6,2.8,11.52
Clothing,Gold,Yes,Fortnightly,Male,Skirt,South Dakota,Card,Winter,Store Pickup,L,No,18,1592,2,2.9,725.38
Clothing,Brown,Yes,Monthly,Male,Hoodie,South Carolina,Card,Winter,Store Pickup,L,No,43,1311,0,3.1,48.63
Clothing,Beige,Yes,Monthly,Male,Pants,Utah,Card,Winter,Store Pickup,L,No,26,1234,0,3.5,79.65
Clothing,Yellow,Yes,Weekly,Male,Hoodie,Minnesota,Card,Winter,Store Pickup,L,No,70,1434,0,3.2,50.36
Clothing,Beige,Yes,Weekly,Male,Skirt,Minnesota,Card,Winter,Store Pickup,L,No,34,1626,2,3,29.75
Clothing,Charcoal,Yes,Fortnightly,Male,Sweater,Alabama,Card,Fall,Store Pickup,M,No,37,1586,0,3,12.2
Clothing,Violet,Yes,Fortnightly,Male,Shorts,Utah,Card,Fall,Store Pickup,M,No,28,1279,1,2.8,380.17
Clothing,Beige,Yes,Monthly,Male,Dress,Alabama,Card,Fall,Store Pickup,M,No,49,1362,0,3.7,17.37
Clothing,Violet,Yes,Weekly,Male,Blouse,Hawaii,Card,Fall,Store Pickup,M,No,21,1674,0,3.4,53.57
Clothing,Peach,Yes,Fortnightly,Male,Dress,Massachusetts,Card,Spring,Store Pickup,M,No,35,1638,1,3.5,9.66
Clothing,Violet,Yes,Fortnightly,Male,Pants,Florida,Card,Spring,Store Pickup,M,No,34,1149,1,2.6,62.01
Clothing,Lavender,Yes,Fortnightly,Male,Socks,Louisiana,Card,Spring,Store Pickup,M,No,41,1172,5,3.9,42.44
Clothing,Charcoal,Yes,Monthly,Male,Pants,Mississippi,Card,Spring,Store Pickup,M,No,40,1372,0,2.8,57.74
Clothing,Red,Yes,Monthly,Male,Sweater,Idaho,Card,Spring,Store Pickup,M,No,23,1236,0,3,10.25
Clothing,Blue,Yes,Fortnightly,Male,Skirt,Arkansas,Card,Summer,Store Pickup,M,No,27,1667,0,3.1,57.6
Clothing,Teal,Yes,Monthly,Male,Shorts,Nebraska,Card,Summer,Store Pickup,M,No,49,1485,3,4.4,30.85
Clothing,Yellow,Yes,Weekly,Male,Shorts,Illinois,Card,Summer,Store Pickup,M,No,25,1225,4,3.7,35.52
Clothing,Magenta,Yes,Weekly,Male,Blouse,Mississippi,Card,Summer,Store Pickup,M,No,30,1189,9,3.3,14.99
Clothing,Peach,Yes,Monthly,Male,Socks,New Hampshire,Card,Winter,Store Pickup,M,No,33,1406,0,2.7,797.7
Clothing,Silver,Yes,Monthly,Male,T-shirt,Wisconsin,Card,Winter,Store Pickup,M,No,27,1166,3,2.9,57.85
Clothing,White,Yes,Monthly,Male,Jeans,Maryland,Card,Winter,Store Pickup,M,No,31,1141,5,2.6,23.55
Clothing,Maroon,Yes,Weekly,Male,Blouse,Hawaii,Card,Winter,Store Pickup,M,No,54,1543,0,3.5,28.65
Clothing,Gold,Yes,Weekly,Male,Sweater,Vermont,Card,Winter,Store Pickup,M,No,19,1220,0,2.5,10.91
Clothing,Orange,Yes,Weekly,Male,Shirt,South Carolina,Card,Winter,Store Pickup,M,No,25,1191,1,4.3,29.78
Clothing,Pink,Yes,Monthly,Male,Sweater,New Jersey,Card,Fall,Store Pickup,S,No,31,1475,5,3.9,76.61
Clothing,Pink,Yes,Fortnightly,Male,Blouse,New Hampshire,Card,Spring,Store Pickup,S,No,25,1244,3,3,10.9
Clothing,Olive,Yes,Monthly,Male,T-shirt,Massachusetts,Card,Spring,Store Pickup,S,No,33,1106,5,3,118.14
Clothing,Silver,Yes,Quarterly,Male,Blouse,Hawaii,Card,Spring,Store Pickup,S,No,41,1585,0,3.1,238.93
Clothing,Silver,Yes,Quarterly,Male,Blouse,North Dakota,Card,Spring,Store Pickup,S,No,35,1630,6,3.3,146.47
Clothing,Red,Yes,Weekly,Male,T-shirt,Oregon,Card,Spring,Store Pickup,S,No,33,1529,0,4,85.28
Clothing,Beige,Yes,Monthly,Male,Hoodie,New Mexico,Card,Summer,Store Pickup,S,No,23,1448,2,3,45.27
Clothing,Gray,Yes,Monthly,Male,Sweater,Iowa,Card,Summer,Store Pickup,S,No,27,1061,3,2.6,19.89
